name	gisaid_epi_isl	date	country	loc
hCoV-19_Belgium_rega-34044_2022	EPI_ISL_14628941	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34040_2022	EPI_ISL_14628937	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-33982_2022	EPI_ISL_14628879	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-33957_2022	EPI_ISL_14628854	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-33564_2022	EPI_ISL_14622485	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-32493_2022	EPI_ISL_14621418	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-22607_2021	EPI_ISL_7982669	2021-12-14	Belgium	leuven
hCoV-19_Belgium_rega-32053_2022	EPI_ISL_13879095	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-31813_2022	EPI_ISL_13878947	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31920_2022	EPI_ISL_13803733	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-30590_2022	EPI_ISL_13504993	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30588_2022	EPI_ISL_13504991	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-29006_2022	EPI_ISL_13475309	2022-01-28	Belgium	leuven
hCoV-19_Belgium_rega-24257_2021	EPI_ISL_13340988	2021-12-22	Belgium	leuven
hCoV-19_Belgium_rega-23277_2021	EPI_ISL_13325555	2021-12-20	Belgium	leuven
hCoV-19_Belgium_rega-23276_2021	EPI_ISL_13325554	2021-12-20	Belgium	leuven
hCoV-19_Belgium_rega-23257_2021	EPI_ISL_13325535	2021-12-20	Belgium	leuven
hCoV-19_Belgium_rega-23251_2021	EPI_ISL_13325529	2021-12-20	Belgium	leuven
hCoV-19_Belgium_rega-22792_2021	EPI_ISL_13303903	2021-12-16	Belgium	leuven
hCoV-19_Belgium_rega-22789_2021	EPI_ISL_13303900	2021-12-16	Belgium	leuven
hCoV-19_Belgium_rega-22778_2021	EPI_ISL_13303889	2021-12-16	Belgium	leuven
hCoV-19_Belgium_rega-38402_2022	EPI_ISL_14664121	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38354_2022	EPI_ISL_14664073	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38131_2022	EPI_ISL_14663728	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-37780_2022	EPI_ISL_14662263	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-37578_2022	EPI_ISL_14661171	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-37464_2022	EPI_ISL_14661057	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-36357_2022	EPI_ISL_14631256	2022-02-26	Belgium	leuven
hCoV-19_Belgium_rega-34977_2022	EPI_ISL_14629875	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34758_2022	EPI_ISL_14629656	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-44761_2022	EPI_ISL_14732755	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44760_2022	EPI_ISL_14732754	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44759_2022	EPI_ISL_14732753	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44758_2022	EPI_ISL_14732752	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44757_2022	EPI_ISL_14732751	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44756_2022	EPI_ISL_14732750	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44755_2022	EPI_ISL_14732749	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44753_2022	EPI_ISL_14732747	2022-01-03	Belgium	leuven
hCoV-19_Belgium_rega-44752_2022	EPI_ISL_14732746	2022-01-03	Belgium	leuven
hCoV-19_Belgium_rega-44751_2022	EPI_ISL_14732745	2022-01-03	Belgium	leuven
hCoV-19_Belgium_rega-44750_2022	EPI_ISL_14732744	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44749_2022	EPI_ISL_14732743	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44748_2022	EPI_ISL_14732742	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44747_2022	EPI_ISL_14732741	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44745_2022	EPI_ISL_14732739	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44744_2022	EPI_ISL_14732738	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44743_2022	EPI_ISL_14732737	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44742_2022	EPI_ISL_14732736	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44741_2022	EPI_ISL_14732735	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44740_2022	EPI_ISL_14732734	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44739_2022	EPI_ISL_14732733	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44738_2022	EPI_ISL_14732732	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44737_2022	EPI_ISL_14732731	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44736_2022	EPI_ISL_14732730	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44735_2022	EPI_ISL_14732729	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44734_2022	EPI_ISL_14732728	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44733_2022	EPI_ISL_14732727	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44732_2022	EPI_ISL_14732726	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44683_2022	EPI_ISL_14732419	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44682_2022	EPI_ISL_14732418	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44681_2022	EPI_ISL_14732417	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44680_2022	EPI_ISL_14732416	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44678_2022	EPI_ISL_14732414	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44677_2022	EPI_ISL_14732413	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44676_2022	EPI_ISL_14732412	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44675_2022	EPI_ISL_14732411	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44674_2022	EPI_ISL_14732410	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44673_2022	EPI_ISL_14732409	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44671_2022	EPI_ISL_14732407	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44669_2022	EPI_ISL_14732406	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44668_2022	EPI_ISL_14732405	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44667_2022	EPI_ISL_14732404	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44666_2022	EPI_ISL_14732403	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-44665_2022	EPI_ISL_14732402	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44664_2022	EPI_ISL_14732401	2022-01-06	Belgium	leuven
hCoV-19_Belgium_rega-44663_2022	EPI_ISL_14732400	2022-01-06	Belgium	leuven
hCoV-19_Belgium_rega-44662_2022	EPI_ISL_14732399	2022-01-06	Belgium	leuven
hCoV-19_Belgium_rega-44661_2022	EPI_ISL_14732398	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44660_2022	EPI_ISL_14732397	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44659_2022	EPI_ISL_14732396	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44658_2022	EPI_ISL_14732395	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44657_2022	EPI_ISL_14732394	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44656_2022	EPI_ISL_14732393	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44655_2022	EPI_ISL_14732392	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-44654_2022	EPI_ISL_14732391	2022-01-06	Belgium	leuven
hCoV-19_Belgium_rega-44653_2022	EPI_ISL_14732390	2022-01-06	Belgium	leuven
hCoV-19_Belgium_rega-44652_2022	EPI_ISL_14732389	2022-01-06	Belgium	leuven
hCoV-19_Belgium_rega-44651_2022	EPI_ISL_14732388	2022-01-08	Belgium	leuven
hCoV-19_Belgium_rega-44648_2022	EPI_ISL_14732385	2022-01-07	Belgium	leuven
hCoV-19_Belgium_rega-44647_2022	EPI_ISL_14732384	2022-01-07	Belgium	leuven
hCoV-19_Belgium_rega-44646_2022	EPI_ISL_14732383	2022-01-10	Belgium	leuven
hCoV-19_Belgium_rega-44645_2022	EPI_ISL_14732382	2022-01-13	Belgium	leuven
hCoV-19_Belgium_rega-44644_2022	EPI_ISL_14732381	2022-01-12	Belgium	leuven
hCoV-19_Belgium_rega-44643_2022	EPI_ISL_14732380	2022-01-05	Belgium	leuven
hCoV-19_Belgium_rega-42280_2021	EPI_ISL_14673096	2021-12-31	Belgium	leuven
hCoV-19_Belgium_rega-41778_2022	EPI_ISL_14672594	2022-04-13	Belgium	leuven
hCoV-19_Belgium_rega-38816_2022	EPI_ISL_14664628	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-38646_2022	EPI_ISL_14664365	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-38645_2022	EPI_ISL_14664364	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-38639_2022	EPI_ISL_14664358	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-44679_2022	EPI_ISL_14732415	2022-01-04	Belgium	leuven
hCoV-19_Belgium_rega-26739_2022	EPI_ISL_13388729	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-26902_2022	EPI_ISL_13388969	2022-01-15	Belgium	bg
Belgium_MBLG-CTMAPF01528896_2022	EPI_ISL_8931596	2022-01-12	Belgium	bg
hCoV-19_Belgium_rega-26927_2022	EPI_ISL_13388994	2022-01-15	Belgium	bg
Belgium_ULB-IBC_CV8226304359_2022	EPI_ISL_10334277	2022-02-16	Belgium	bg
hCoV-19_Belgium_rega-26843_2022	EPI_ISL_13388842	2022-01-17	Belgium	bg
Belgium_UGent-301_2022	EPI_ISL_11375397	2022-01-18	Belgium	bg
Belgium_ULG-23585_2022	EPI_ISL_8723797	2022-01-09	Belgium	bg
hCoV-19_Belgium_rega-26795_2022	EPI_ISL_13388787	2022-01-17	Belgium	bg
Belgium_CHUNamur13981679_2022	EPI_ISL_9701564	2022-01-25	Belgium	bg
hCoV-19_Belgium_rega-27026_2022	EPI_ISL_13393481	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26779_2022	EPI_ISL_13388771	2022-01-17	Belgium	bg
Belgium_CHUNamur11643383_2022	EPI_ISL_10942739	2022-01-03	Belgium	bg
Belgium_ZNA_25042356_2021	EPI_ISL_8685896	2021-12-23	Belgium	bg
hCoV-19_Belgium_rega-27082_2022	EPI_ISL_13393532	2022-01-17	Belgium	bg
Belgium_Jessa_21-2206-001137_2022	EPI_ISL_10016972	2022-02-09	Belgium	bg
Belgium_UGent-2648_2022	EPI_ISL_12764996	2022-02-10	Belgium	bg
hCoV-19_Belgium_rega-27158_2022	EPI_ISL_13393704	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26706_2022	EPI_ISL_13388696	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-26785_2022	EPI_ISL_13388777	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26985_2022	EPI_ISL_13393440	2022-01-17	Belgium	bg
Belgium_ZNA_25222528_2022	EPI_ISL_11127597	2022-02-28	Belgium	bg
hCoV-19_Belgium_rega-26946_2022	EPI_ISL_13389013	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-26889_2022	EPI_ISL_13388956	2022-01-15	Belgium	bg
Belgium_UMONS-L768578401_2022	EPI_ISL_10645484	2022-02-16	Belgium	bg
hCoV-19_Belgium_rega-27244_2022	EPI_ISL_13393884	2022-01-18	Belgium	bg
Belgium_UGent-2270_2022	EPI_ISL_12538998	2022-02-10	Belgium	bg
hCoV-19_Belgium_rega-26906_2022	EPI_ISL_13388973	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-27160_2022	EPI_ISL_13393706	2022-01-17	Belgium	bg
Belgium_LHUB-ULB_273RMJ_2022	EPI_ISL_9752263	2022-01-06	Belgium	bg
hCoV-19_Belgium_rega-26847_2022	EPI_ISL_13388846	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26775_2022	EPI_ISL_13388768	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27215_2022	EPI_ISL_13393792	2022-01-18	Belgium	bg
Belgium_MBLG-CTMAPF36091717_2022	EPI_ISL_10955047	2022-03-03	Belgium	bg
hCoV-19_Belgium_rega-26917_2022	EPI_ISL_13388984	2022-01-16	Belgium	bg
Belgium_LHUB-ULB_SNQ471_2022	EPI_ISL_11260597	2022-01-17	Belgium	bg
Belgium_AZDelta-2206-14788_2022	EPI_ISL_10125156	2022-02-14	Belgium	bg
hCoV-19_Belgium_rega-26787_2022	EPI_ISL_13388779	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26768_2022	EPI_ISL_13388761	2022-01-17	Belgium	bg
Belgium_UZA-UA-CV8413045426_2022	EPI_ISL_10344897	2022-02-20	Belgium	bg
Belgium_UGent-14133_2021	EPI_ISL_11374685	2021-12-28	Belgium	bg
Belgium_UMONS-N771027201_2022	EPI_ISL_11012056	2022-02-25	Belgium	bg
Belgium_UMONS-J771109001_2022	EPI_ISL_11012062	2022-02-25	Belgium	bg
hCoV-19_Belgium_rega-27200_2022	EPI_ISL_13393777	2022-01-18	Belgium	bg
hCoV-19_Belgium_rega-26886_2022	EPI_ISL_13388953	2022-01-15	Belgium	bg
Belgium_UZA-UA-CV8364437716_2022	EPI_ISL_9696097	2022-01-31	Belgium	bg
Belgium_CHUNamur14036696_2022	EPI_ISL_10070284	2022-02-11	Belgium	bg
hCoV-19_Belgium_rega-26840_2022	EPI_ISL_13388839	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26784_2022	EPI_ISL_13388776	2022-01-17	Belgium	bg
Belgium_LHUB-ULB_SWQ238-R_2022	EPI_ISL_10794496	2022-01-13	Belgium	bg
hCoV-19_Belgium_rega-26694_2022	EPI_ISL_13388684	2022-01-15	Belgium	bg
Belgium_CHUNamur14051675_2022	EPI_ISL_10398556	2022-02-20	Belgium	bg
hCoV-19_Belgium_rega-26751_2022	EPI_ISL_13388741	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-27188_2022	EPI_ISL_13393765	2022-01-18	Belgium	bg
Belgium_LHUB-ULB_25226536_2022	EPI_ISL_10983256	2022-02-03	Belgium	bg
Belgium_LHUB-ULB_SWN915_2022	EPI_ISL_12709796	2022-01-18	Belgium	bg
hCoV-19_Belgium_rega-26790_2022	EPI_ISL_13388782	2022-01-17	Belgium	bg
Belgium_Jessa_11-2201-001081LKO_2022	EPI_ISL_8455579	2022-01-03	Belgium	bg
Belgium_Aalst-OLVZ-8480090_2022	EPI_ISL_10365562	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-26858_2022	EPI_ISL_13388857	2022-01-17	Belgium	bg
Belgium_Jessa_11-2205-005600ZOL_2022	EPI_ISL_9651956	2022-02-03	Belgium	bg
hCoV-19_Belgium_rega-26963_2022	EPI_ISL_13393418	2022-01-17	Belgium	bg
Belgium_UZA-UA-65653727_2022	EPI_ISL_9906182	2022-02-06	Belgium	bg
Belgium_ULB-IBC_CV8319319376_2022	EPI_ISL_9510360	2022-01-28	Belgium	bg
hCoV-19_Belgium_rega-26723_2022	EPI_ISL_13388713	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-26724_2022	EPI_ISL_13388714	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-27195_2022	EPI_ISL_13393772	2022-01-18	Belgium	bg
Belgium_12200771001_2022	EPI_ISL_9093898	2022-01-13	Belgium	bg
Belgium_UZA-UA-CV8520493033_2022	EPI_ISL_9906156	2022-02-03	Belgium	bg
Belgium_CHUNamur11645098_2022	EPI_ISL_10942684	2022-01-03	Belgium	bg
hCoV-19_Belgium_rega-26879_2022	EPI_ISL_13388946	2022-01-15	Belgium	bg
Belgium_AZDelta-2200-02928_2022	EPI_ISL_8618696	2022-01-07	Belgium	bg
Belgium_IPG-1331_2022	EPI_ISL_10343984	2022-02-16	Belgium	bg
Belgium_Jessa_11-2207-006848_2022	EPI_ISL_10296098	2022-02-18	Belgium	bg
hCoV-19_Belgium_rega-27022_2022	EPI_ISL_13393477	2022-01-17	Belgium	bg
Belgium_SJ4615236_2022	EPI_ISL_9378496	2022-01-10	Belgium	bg
hCoV-19_Belgium_rega-27255_2022	EPI_ISL_13393895	2022-01-18	Belgium	bg
hCoV-19_Belgium_rega-26999_2022	EPI_ISL_13393454	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27006_2022	EPI_ISL_13393461	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27015_2022	EPI_ISL_13393470	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27007_2022	EPI_ISL_13393462	2022-01-17	Belgium	bg
Belgium_12200757301_2022	EPI_ISL_9093897	2022-01-12	Belgium	bg
hCoV-19_Belgium_rega-27010_2022	EPI_ISL_13393465	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27008_2022	EPI_ISL_13393463	2022-01-17	Belgium	bg
Belgium_ULG-23700_2022	EPI_ISL_8893796	2022-01-04	Belgium	bg
hCoV-19_Belgium_rega-26982_2022	EPI_ISL_13393437	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26802_2022	EPI_ISL_13388795	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27213_2022	EPI_ISL_13393790	2022-01-18	Belgium	bg
Belgium_Jessa_11-2205-000988LKO_2022	EPI_ISL_9603851	2022-01-31	Belgium	bg
hCoV-19_Belgium_rega-27023_2022	EPI_ISL_13393478	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26964_2022	EPI_ISL_13393419	2022-01-17	Belgium	bg
Belgium_CHUNamur14090725_2022	EPI_ISL_11383797	2022-03-20	Belgium	bg
hCoV-19_Belgium_rega-26710_2022	EPI_ISL_13388700	2022-01-15	Belgium	bg
hCoV-19_Belgium_rega-27086_2022	EPI_ISL_13393536	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27275_2022	EPI_ISL_13393915	2022-01-18	Belgium	bg
Belgium_12122645901_2021	EPI_ISL_8401197	2021-12-25	Belgium	bg
hCoV-19_Belgium_rega-27159_2022	EPI_ISL_13393705	2022-01-17	Belgium	bg
Belgium_CHUNamur13976640_2022	EPI_ISL_9178097	2022-01-23	Belgium	bg
hCoV-19_Belgium_rega-26885_2022	EPI_ISL_13388952	2022-01-15	Belgium	bg
hCoV-19_Belgium_rega-26725_2022	EPI_ISL_13388715	2022-01-14	Belgium	bg
Belgium_AZDelta-2205-03803_2022	EPI_ISL_9692985	2022-02-03	Belgium	bg
Belgium_LHUB-ULB_25216947_2022	EPI_ISL_13047496	2022-01-25	Belgium	bg
Belgium_UGent-2951_2022	EPI_ISL_12765298	2022-03-02	Belgium	bg
hCoV-19_Belgium_rega-26951_2022	EPI_ISL_13389018	2022-01-16	Belgium	bg
Belgium_UGent-14243_2021	EPI_ISL_11374797	2021-12-22	Belgium	bg
hCoV-19_Belgium_rega-27273_2022	EPI_ISL_13393913	2022-01-18	Belgium	bg
hCoV-19_Belgium_rega-26837_2022	EPI_ISL_13388836	2022-01-17	Belgium	bg
Belgium_AZDelta-2208-02989_2022	EPI_ISL_10609195	2022-02-24	Belgium	bg
Belgium_MBLG-CTMAPF29227796_2021	EPI_ISL_8551508	2021-12-27	Belgium	bg
Belgium_UGent-14397_2021	EPI_ISL_11374956	2021-12-23	Belgium	bg
Belgium_AZDelta-2208-18397_2022	EPI_ISL_10864997	2022-03-01	Belgium	bg
hCoV-19_Belgium_rega-27025_2022	EPI_ISL_13393480	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26893_2022	EPI_ISL_13388960	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-26820_2022	EPI_ISL_13388818	2022-01-16	Belgium	bg
Belgium_UGent-14497_2021	EPI_ISL_11375054	2021-12-17	Belgium	bg
Belgium_UZA-UA-CV8304109877_2022	EPI_ISL_10664456	2022-02-24	Belgium	bg
Belgium_UZA-UA-3815769400_2022	EPI_ISL_10664524	2022-02-17	Belgium	bg
hCoV-19_Belgium_rega-26981_2022	EPI_ISL_13393436	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26835_2022	EPI_ISL_13388834	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26983_2022	EPI_ISL_13393438	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26891_2022	EPI_ISL_13388958	2022-01-16	Belgium	bg
Belgium_UGent-1163_2022	EPI_ISL_11841297	2022-01-03	Belgium	bg
hCoV-19_Belgium_rega-26825_2022	EPI_ISL_13388824	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-27014_2022	EPI_ISL_13393469	2022-01-17	Belgium	bg
Belgium_ZNA_25164081_2022	EPI_ISL_10762606	2022-02-05	Belgium	bg
Belgium_ULG-25330_2022	EPI_ISL_11207385	2022-03-09	Belgium	bg
Belgium_IPG-1254_2022	EPI_ISL_9856854	2022-02-03	Belgium	bg
hCoV-19_Belgium_rega-26805_2022	EPI_ISL_13388799	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-26933_2022	EPI_ISL_13389000	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-26813_2022	EPI_ISL_13388809	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-27016_2022	EPI_ISL_13393471	2022-01-17	Belgium	bg
Belgium_UGent-542_2022	EPI_ISL_11375651	2022-01-04	Belgium	bg
Belgium_LHUB-ULB_48794783_2022	EPI_ISL_10045396	2022-01-23	Belgium	bg
Belgium_CHUNamur80853575_2022	EPI_ISL_9912796	2022-02-07	Belgium	bg
hCoV-19_Belgium_rega-26959_2022	EPI_ISL_13393414	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26701_2022	EPI_ISL_13388691	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-27150_2022	EPI_ISL_13393696	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26801_2022	EPI_ISL_13388793	2022-01-17	Belgium	bg
Belgium_LHUB-ULB_81611071_2022	EPI_ISL_13047498	2022-01-25	Belgium	bg
hCoV-19_Belgium_rega-27267_2022	EPI_ISL_13393907	2022-01-18	Belgium	bg
Belgium_CHUNamur14087048_2022	EPI_ISL_11384096	2022-03-17	Belgium	bg
Belgium_ULG-25040_2022	EPI_ISL_10438196	2022-02-19	Belgium	bg
Belgium_LHUB-ULB_31237567_2022	EPI_ISL_13092098	2022-01-18	Belgium	bg
hCoV-19_Belgium_rega-27241_2022	EPI_ISL_13393881	2022-01-18	Belgium	leuven
Belgium_UGent-14438_2021	EPI_ISL_11374996	2021-12-23	Belgium	bg
Belgium_MBLG-CTMAPF31335124_2022	EPI_ISL_9515297	2022-01-28	Belgium	bg
Belgium_CHUNamur13907772_2022	EPI_ISL_8588998	2022-01-01	Belgium	bg
hCoV-19_Belgium_rega-27069_2022	EPI_ISL_13393519	2022-01-17	Belgium	bg
Belgium_IPG-1301_2022	EPI_ISL_10068862	2022-02-03	Belgium	bg
hCoV-19_Belgium_rega-26812_2022	EPI_ISL_13388808	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-27274_2022	EPI_ISL_13393914	2022-01-18	Belgium	bg
Belgium_ZNA_25178622_2022	EPI_ISL_10257997	2022-02-11	Belgium	bg
hCoV-19_Belgium_rega-27224_2022	EPI_ISL_13393801	2022-01-18	Belgium	bg
Belgium_ULG-23910_2022	EPI_ISL_9146195	2022-01-06	Belgium	bg
Belgium_UGent-65_2022	EPI_ISL_11375154	2022-01-11	Belgium	bg
Belgium_ULG-26359_2022	EPI_ISL_12972998	2022-01-04	Belgium	bg
Belgium_CHUNamur13982835_2022	EPI_ISL_9701556	2022-01-25	Belgium	bg
Belgium_UGent-1238_2022	EPI_ISL_11841697	2022-01-05	Belgium	bg
Belgium_LHUB-ULB_SRE086-R_2022	EPI_ISL_10794484	2022-01-13	Belgium	bg
hCoV-19_Belgium_rega-26708_2022	EPI_ISL_13388698	2022-01-14	Belgium	bg
hCoV-19_Belgium_rega-27192_2022	EPI_ISL_13393769	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26716_2022	EPI_ISL_13388706	2022-01-14	Belgium	bg
Belgium_CHUNamur14078603_2022	EPI_ISL_11160096	2022-03-11	Belgium	bg
hCoV-19_Belgium_rega-26821_2022	EPI_ISL_13388819	2022-01-16	Belgium	bg
Belgium_ULG-23584_2022	EPI_ISL_8723796	2022-01-09	Belgium	bg
hCoV-19_Belgium_rega-26827_2022	EPI_ISL_13388826	2022-01-16	Belgium	bg
Belgium_AZDelta-2209-04666_2022	EPI_ISL_10909096	2022-03-04	Belgium	bg
hCoV-19_Belgium_rega-26807_2022	EPI_ISL_13388801	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-26994_2022	EPI_ISL_13393449	2022-01-17	Belgium	bg
Belgium_UMONS-J755048901_2022	EPI_ISL_9802396	2022-02-02	Belgium	bg
Belgium_LHUB-ULB_232SDJ_2022	EPI_ISL_10045398	2022-01-24	Belgium	bg
hCoV-19_Belgium_rega-26896_2022	EPI_ISL_13388963	2022-01-16	Belgium	bg
hCoV-19_Belgium_rega-26897_2022	EPI_ISL_13388964	2022-01-15	Belgium	bg
hCoV-19_Belgium_rega-27031_2022	EPI_ISL_13393486	2022-01-17	Belgium	bg
Belgium_Jessa_11-2204-002645LKO_2022	EPI_ISL_9353796	2022-01-25	Belgium	bg
Belgium_LHUB-ULB_81614635_2022	EPI_ISL_13050497	2022-02-07	Belgium	bg
Belgium_UGent-2487_2022	EPI_ISL_12539185	2022-03-07	Belgium	bg
hCoV-19_Belgium_rega-27093_2022	EPI_ISL_13393543	2022-01-17	Belgium	leuven
Belgium_CHUNamur14059834_2022	EPI_ISL_10590297	2022-02-25	Belgium	bg
Belgium_Jessa_11-2206-005605ZOL_2022	EPI_ISL_10016951	2022-02-10	Belgium	bg
Belgium_UGent-357_2022	EPI_ISL_11375454	2022-01-11	Belgium	bg
hCoV-19_Belgium_rega-26907_2022	EPI_ISL_13388974	2022-01-16	Belgium	bg
Belgium_ULG-24106_2022	EPI_ISL_9246996	2022-01-21	Belgium	bg
Belgium_AZDelta-2202-03307_2022	EPI_ISL_8874682	2022-01-13	Belgium	bg
Belgium_SJ4660727_2022	EPI_ISL_10910097	2022-02-11	Belgium	bg
hCoV-19_Belgium_rega-27198_2022	EPI_ISL_13393775	2022-01-18	Belgium	bg
hCoV-19_Belgium_rega-27206_2022	EPI_ISL_13393783	2022-01-18	Belgium	bg
Belgium_UZA-UA-CV8439997076_2022	EPI_ISL_10068698	2022-02-09	Belgium	bg
Belgium_ULB-IBC_CV8420773595_2022	EPI_ISL_9773756	2022-02-01	Belgium	bg
Belgium_LHUB-ULB_25216466_2022	EPI_ISL_13242998	2022-01-25	Belgium	bg
hCoV-19_Belgium_rega-26771_2022	EPI_ISL_13388764	2022-01-17	Belgium	bg
hCoV-19_Belgium_rega-26753_2022	EPI_ISL_13388743	2022-01-14	Belgium	bg
