name	gisaid_epi_isl	date	country	loc
hCoV-19_Belgium_rega-33093_2022	EPI_ISL_14622015	2022-01-27	Belgium	leuven
hCoV-19_Belgium_rega-33063_2022	EPI_ISL_14621985	2022-01-26	Belgium	leuven
hCoV-19_Belgium_rega-33016_2022	EPI_ISL_14621945	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-33015_2022	EPI_ISL_14621944	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-33006_2022	EPI_ISL_14621935	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-33005_2022	EPI_ISL_14621934	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-33004_2022	EPI_ISL_14621933	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-33003_2022	EPI_ISL_14621932	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-32987_2022	EPI_ISL_14621916	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-32925_2022	EPI_ISL_14621854	2022-02-10	Belgium	leuven
hCoV-19_Belgium_rega-32851_2022	EPI_ISL_14621780	2022-02-04	Belgium	leuven
hCoV-19_Belgium_rega-32694_2022	EPI_ISL_14621623	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32685_2022	EPI_ISL_14621614	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32684_2022	EPI_ISL_14621613	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32683_2022	EPI_ISL_14621612	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32682_2022	EPI_ISL_14621611	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32681_2022	EPI_ISL_14621610	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32680_2022	EPI_ISL_14621609	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32679_2022	EPI_ISL_14621608	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32659_2022	EPI_ISL_14621588	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32636_2022	EPI_ISL_14621565	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32635_2022	EPI_ISL_14621564	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32634_2022	EPI_ISL_14621563	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32615_2022	EPI_ISL_14621544	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32614_2022	EPI_ISL_14621543	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32506_2022	EPI_ISL_14621431	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32505_2022	EPI_ISL_14621430	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32504_2022	EPI_ISL_14621429	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32503_2022	EPI_ISL_14621428	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32486_2022	EPI_ISL_14621411	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32485_2022	EPI_ISL_14621410	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32484_2022	EPI_ISL_14621409	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32483_2022	EPI_ISL_14621408	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32482_2022	EPI_ISL_14621407	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32325_2022	EPI_ISL_14621250	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-33512_2022	EPI_ISL_14622433	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-32616_2022	EPI_ISL_14621545	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32471_2022	EPI_ISL_14621396	2022-02-16	Belgium	leuven
hCoV-19_Belgium_rega-32154_2022	EPI_ISL_14621080	2022-02-10	Belgium	leuven
hCoV-19_Belgium_rega-32054_2022	EPI_ISL_13879096	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-31866_2022	EPI_ISL_13879009	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-31862_2022	EPI_ISL_13879008	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-31718_2022	EPI_ISL_13878854	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31673_2022	EPI_ISL_13878485	2022-02-03	Belgium	leuven
hCoV-19_Belgium_rega-31672_2022	EPI_ISL_13878484	2022-02-03	Belgium	leuven
hCoV-19_Belgium_rega-31942_2022	EPI_ISL_13803755	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31941_2022	EPI_ISL_13803754	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31940_2022	EPI_ISL_13803753	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31939_2022	EPI_ISL_13803752	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31919_2022	EPI_ISL_13803732	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31918_2022	EPI_ISL_13803731	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31917_2022	EPI_ISL_13803730	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31916_2022	EPI_ISL_13803729	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31915_2022	EPI_ISL_13803728	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-31421_2022	EPI_ISL_13803683	2022-02-09	Belgium	leuven
hCoV-19_Belgium_rega-31362_2022	EPI_ISL_13803624	2022-02-09	Belgium	leuven
hCoV-19_Belgium_rega-30785_2022	EPI_ISL_13802254	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30609_2022	EPI_ISL_13505012	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30608_2022	EPI_ISL_13505011	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30592_2022	EPI_ISL_13504995	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30591_2022	EPI_ISL_13504994	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30589_2022	EPI_ISL_13504992	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30587_2022	EPI_ISL_13504990	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30586_2022	EPI_ISL_13504989	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30578_2022	EPI_ISL_13504981	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30568_2022	EPI_ISL_13504971	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30567_2022	EPI_ISL_13504970	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30566_2022	EPI_ISL_13504969	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30565_2022	EPI_ISL_13504968	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30564_2022	EPI_ISL_13504967	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30536_2022	EPI_ISL_13504939	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30535_2022	EPI_ISL_13504938	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30534_2022	EPI_ISL_13504937	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30533_2022	EPI_ISL_13504936	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30513_2022	EPI_ISL_13503765	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30512_2022	EPI_ISL_13503764	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30511_2022	EPI_ISL_13503763	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30509_2022	EPI_ISL_13503761	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30508_2022	EPI_ISL_13503760	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30507_2022	EPI_ISL_13503759	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30506_2022	EPI_ISL_13503758	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30494_2022	EPI_ISL_13503746	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-30452_2022	EPI_ISL_13503704	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-30408_2022	EPI_ISL_13503182	2022-02-11	Belgium	leuven
hCoV-19_Belgium_rega-30406_2022	EPI_ISL_13503180	2022-02-11	Belgium	leuven
hCoV-19_Belgium_rega-30253_2022	EPI_ISL_13502797	2022-01-27	Belgium	leuven
hCoV-19_Belgium_rega-30196_2022	EPI_ISL_13502741	2022-01-27	Belgium	leuven
hCoV-19_Belgium_rega-30134_2022	EPI_ISL_13502483	2022-01-26	Belgium	leuven
hCoV-19_Belgium_rega-29975_2022	EPI_ISL_13501299	2022-02-02	Belgium	leuven
hCoV-19_Belgium_rega-29935_2022	EPI_ISL_13501259	2022-02-01	Belgium	leuven
hCoV-19_Belgium_rega-29814_2022	EPI_ISL_13482097	2022-02-03	Belgium	leuven
hCoV-19_Belgium_rega-29785_2022	EPI_ISL_13482068	2022-02-03	Belgium	leuven
hCoV-19_Belgium_rega-29458_2022	EPI_ISL_13476857	2022-02-04	Belgium	leuven
hCoV-19_Belgium_rega-29043_2022	EPI_ISL_13475429	2022-01-27	Belgium	leuven
hCoV-19_Belgium_rega-28634_2022	EPI_ISL_13474425	2022-01-29	Belgium	leuven
hCoV-19_Belgium_rega-28354_2022	EPI_ISL_13473820	2022-01-28	Belgium	leuven
hCoV-19_Belgium_rega-28341_2022	EPI_ISL_13473807	2022-01-28	Belgium	leuven
hCoV-19_Belgium_rega-28335_2022	EPI_ISL_13473801	2022-01-28	Belgium	leuven
hCoV-19_Belgium_rega-29302_2022	EPI_ISL_13476702	2022-01-31	Belgium	leuven
hCoV-19_Belgium_rega-34932_2022	EPI_ISL_14629830	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34923_2022	EPI_ISL_14629821	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34907_2022	EPI_ISL_14629805	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34445_2022	EPI_ISL_14629342	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-34444_2022	EPI_ISL_14629341	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-38403_2022	EPI_ISL_14664122	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38401_2022	EPI_ISL_14664120	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38398_2022	EPI_ISL_14664117	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38394_2022	EPI_ISL_14664113	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38377_2022	EPI_ISL_14664096	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38376_2022	EPI_ISL_14664095	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38362_2022	EPI_ISL_14664081	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-38353_2022	EPI_ISL_14664072	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38284_2022	EPI_ISL_14664003	2022-02-08	Belgium	leuven
hCoV-19_Belgium_rega-38272_2022	EPI_ISL_14663991	2022-02-08	Belgium	leuven
hCoV-19_Belgium_rega-38271_2022	EPI_ISL_14663990	2022-02-08	Belgium	leuven
hCoV-19_Belgium_rega-38270_2022	EPI_ISL_14663989	2022-02-08	Belgium	leuven
hCoV-19_Belgium_rega-38226_2022	EPI_ISL_14663945	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-38190_2022	EPI_ISL_14663909	2022-02-19	Belgium	leuven
hCoV-19_Belgium_rega-38136_2022	EPI_ISL_14663733	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38133_2022	EPI_ISL_14663730	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38124_2022	EPI_ISL_14663721	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38123_2022	EPI_ISL_14663720	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38122_2022	EPI_ISL_14663719	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38121_2022	EPI_ISL_14663718	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38120_2022	EPI_ISL_14663717	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38087_2022	EPI_ISL_14663684	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38086_2022	EPI_ISL_14663683	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38054_2022	EPI_ISL_14663484	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-38053_2022	EPI_ISL_14663483	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-38015_2022	EPI_ISL_14663445	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-38014_2022	EPI_ISL_14663444	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-38013_2022	EPI_ISL_14663443	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-38011_2022	EPI_ISL_14663441	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-37969_2022	EPI_ISL_14663399	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-37779_2022	EPI_ISL_14662262	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-37775_2022	EPI_ISL_14662040	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-37764_2022	EPI_ISL_14661357	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-37763_2022	EPI_ISL_14661356	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-37760_2022	EPI_ISL_14661353	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-37683_2022	EPI_ISL_14661276	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-37664_2022	EPI_ISL_14661257	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-37615_2022	EPI_ISL_14661208	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-37579_2022	EPI_ISL_14661172	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-37570_2022	EPI_ISL_14661163	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-37547_2022	EPI_ISL_14661140	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-37529_2022	EPI_ISL_14661122	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-37528_2022	EPI_ISL_14661121	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-37494_2022	EPI_ISL_14661087	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-37492_2022	EPI_ISL_14661085	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-37489_2022	EPI_ISL_14661082	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-37488_2022	EPI_ISL_14661081	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-37476_2022	EPI_ISL_14661069	2022-02-18	Belgium	leuven
hCoV-19_Belgium_rega-37465_2022	EPI_ISL_14661058	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37448_2022	EPI_ISL_14661041	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37447_2022	EPI_ISL_14661040	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37446_2022	EPI_ISL_14661039	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37445_2022	EPI_ISL_14661038	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37444_2022	EPI_ISL_14661037	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37443_2022	EPI_ISL_14661036	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37441_2022	EPI_ISL_14661034	2022-02-17	Belgium	leuven
hCoV-19_Belgium_rega-37431_2022	EPI_ISL_14661024	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-37403_2022	EPI_ISL_14659812	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37402_2022	EPI_ISL_14659811	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37401_2022	EPI_ISL_14659810	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37400_2022	EPI_ISL_14659809	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37379_2022	EPI_ISL_14659788	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37378_2022	EPI_ISL_14659787	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37377_2022	EPI_ISL_14659786	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37376_2022	EPI_ISL_14659785	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37374_2022	EPI_ISL_14659783	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37359_2022	EPI_ISL_14659768	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37358_2022	EPI_ISL_14659767	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37357_2022	EPI_ISL_14659766	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37355_2022	EPI_ISL_14659764	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37354_2022	EPI_ISL_14659763	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37353_2022	EPI_ISL_14659762	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37352_2022	EPI_ISL_14659761	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37351_2022	EPI_ISL_14659760	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37348_2022	EPI_ISL_14659757	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37340_2022	EPI_ISL_14659749	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-36940_2022	EPI_ISL_14631747	2022-03-25	Belgium	leuven
hCoV-19_Belgium_rega-36362_2022	EPI_ISL_14631261	2022-02-26	Belgium	leuven
hCoV-19_Belgium_rega-36361_2022	EPI_ISL_14631260	2022-02-26	Belgium	leuven
hCoV-19_Belgium_rega-36358_2022	EPI_ISL_14631257	2022-02-26	Belgium	leuven
hCoV-19_Belgium_rega-36356_2022	EPI_ISL_14631255	2022-02-26	Belgium	leuven
hCoV-19_Belgium_rega-36193_2022	EPI_ISL_14631092	2022-02-09	Belgium	leuven
hCoV-19_Belgium_rega-36178_2022	EPI_ISL_14631077	2022-02-09	Belgium	leuven
hCoV-19_Belgium_rega-36177_2022	EPI_ISL_14631076	2022-02-09	Belgium	leuven
hCoV-19_Belgium_rega-35571_2022	EPI_ISL_14630468	2022-03-09	Belgium	leuven
hCoV-19_Belgium_rega-35329_2022	EPI_ISL_14630227	2022-03-09	Belgium	leuven
hCoV-19_Belgium_rega-34968_2022	EPI_ISL_14629866	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34967_2022	EPI_ISL_14629865	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34966_2022	EPI_ISL_14629864	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34964_2022	EPI_ISL_14629862	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34963_2022	EPI_ISL_14629861	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34962_2022	EPI_ISL_14629860	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34960_2022	EPI_ISL_14629858	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34958_2022	EPI_ISL_14629856	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34957_2022	EPI_ISL_14629855	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34956_2022	EPI_ISL_14629854	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34954_2022	EPI_ISL_14629852	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34931_2022	EPI_ISL_14629829	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34930_2022	EPI_ISL_14629828	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34929_2022	EPI_ISL_14629827	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34928_2022	EPI_ISL_14629826	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34927_2022	EPI_ISL_14629825	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34926_2022	EPI_ISL_14629824	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34925_2022	EPI_ISL_14629823	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34924_2022	EPI_ISL_14629822	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34922_2022	EPI_ISL_14629820	2022-02-21	Belgium	leuven
hCoV-19_Belgium_rega-34443_2022	EPI_ISL_14629340	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-34442_2022	EPI_ISL_14629339	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-34440_2022	EPI_ISL_14629337	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-34438_2022	EPI_ISL_14629335	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-34437_2022	EPI_ISL_14629334	2022-02-23	Belgium	leuven
hCoV-19_Belgium_rega-38397_2022	EPI_ISL_14664116	2022-02-25	Belgium	leuven
hCoV-19_Belgium_rega-38392_2022	EPI_ISL_14664111	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-38208_2022	EPI_ISL_14663927	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-38137_2022	EPI_ISL_14663734	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-38132_2022	EPI_ISL_14663729	2022-02-24	Belgium	leuven
hCoV-19_Belgium_rega-37575_2022	EPI_ISL_14661168	2022-02-22	Belgium	leuven
hCoV-19_Belgium_rega-37523_2022	EPI_ISL_14661116	2022-02-15	Belgium	leuven
hCoV-19_Belgium_rega-37375_2022	EPI_ISL_14659784	2022-02-14	Belgium	leuven
hCoV-19_Belgium_rega-37350_2022	EPI_ISL_14659759	2022-02-14	Belgium	leuven
